d9b3f28514d6113dba22027292b9693d12b137ce	audit/first-presence-async-reconsideration-timing
aa88a04ad74683fbaf1d72e1a909260cdeeb62e0	audit/first-presence-mid-task-revision-replacement-gap
879fbbbbc94e2467ca27ceada606b895fe0d9d31	audit/post-p2e12-cross-seam-lifecycle
6bbf8300823e32fddceb8d2c1ae83afd66cf8c90	audit/post-p2e13-terminal-state-monotonicity
d806f77c5d85f35aef10ddafef700cadba9d3b08	audit/post-p2e14-suspended-semantic-revision
6cf439c335c3d649d42140bac05f0850ea5f4f03	audit/post-p2e15-cognitive-pressure
db6e300d098b8686d79586c532b3b1b14c061481	audit/post-p2e15-terminal-disposition-window
37fbb3efae0c5d1d7d37bdd048aa68efce107e08	audit/post-p2e15-whole-chain-composition
1f3603a9f0b384dba02198b3d5a82a618fd17c58	audit/post-p2e16-delayed-task-outcome-retention
d3d82b31457623e1034a9b03f9325ca7f21a1b47	audit/post-p2e16-initial-semantic-bootstrap
574c2c639ed9d6c6e8fb80447cfe55ec1c948820	audit/post-p2e16-matter-retention-pressure
b7cf79763a2ef21b55522c1769403bd4345c1e2b	audit/post-p2e16-provider-attempt-failure-lifecycle
788f3b7df04421550e209a980d4ed6d5c4a92cfd	audit/post-p2e16-semantic-commit-observability
1e66f539026a8239a208b123a30c862b36bfefc1	audit/post-p2e16-terminal-after-world-outcome-ordering
97aee1cd2dab1da1c9053edf23038b5063a80ee8	audit/post-p2e17-bounded-owner-composition
b29c16c8bd7f8c076754787639210000367f6aab	audit/post-p2e17-causal-observability
204e4f6500ef703ccfa16c4a88efe0fc3146bc63	audit/pre-llm-readiness-r6-sensory-foundation
53b9b7672b48f341a3ac14b21ae00ed241c0b891	audit/pre-llm-readiness-r7-worker-boundary
1479244ad8d2601ecc26f852d8a32193528add4f	behavior/b1-actor-facing
8e47b430fa7f56c3701d460425d905e7d8051a28	bootstrap/p0-hardening
cacbce955658c823bdaa212ed9410678261c6fa6	cleanup/p1-bounded-tech-debt
bc9e000533037949d01f1b75a68df616e881fdb7	cleanup/p1-final-handoff
497ea564c15031939e3a5528934de014849345aa	composition/first-presence-deferred-semantics
4ae9c308fee24a746130b70e59f833834f9baac6	composition/first-presence-deferred-trace-join
966ee6c3562ee142dfd778b14443e31b876cfe43	composition/first-presence-live-semantic-transport
fd632f8ad8b46f42ead66257e67fb4d7991e84a9	composition/first-presence-mid-task-replacement
7afde8f74632adbb2c0207bb4667fa8184ab7bc0	composition/first-presence-semantic-transport-coordinator
77882f4defa0aa45561d617b31bb871f1ce97542	composition/first-presence-slice
ca36616915d56d714a985a1a5217212ced9d44d6	docs/first-presence-current-state
397d485059db0156f5a5b4aaa9047407a2046a0d	docs/p2-e0-closure-spine
3590cda79ea2ffd494e3cdb0320f7d84c1aab1b6	docs/p2-e12-spine-reconciliation
a84fd28c69528655860a155f22b9153960c9a219	docs/pass0-reconciliation-closure
69cef0e7e568f32459d822bc3a7b3dd4a143f98d	docs/pass1-presence-contract-closure
145a95a5d8929fe72cd382e097b05955c501e6f6	docs/pass2-architecture-decision-closure
0cb11811e238bf9db934868533c0126c10c0e623	docs/pre-llm-readiness-closure-handoff
c344418b8aa370e9d42d98845d1e957ffddb5b87	evidence/e1-live-cognition-probe
041cbfa25db7d04b9e7bc1b18c045ef1949a0ece	evidence/live-mind-pass0-r8-reattack
0d7ddb2a013f03689a4405061160ede66dfe1035	evidence/live-mind-refoundation-pass0
74c72db5faf63a58148995bd44058d2cd2cbcd55	evidence/p2-e1-communication-seam-characterization
a8f2abc4d2d7b9dbaeebecbc55a4a718ea231f49	evidence/p2-e3-semantic-attribution-characterization
d66c21b805062ce1413066b57ab268b153ce1849	evidence/pre-llm-readiness-audit
9245c64474e894ac861c2529ae4919f906f106d1	evidence/pre-llm-readiness-audit-2
9245c64474e894ac861c2529ae4919f906f106d1	evidence/pre-llm-readiness-audit-final
9245c64474e894ac861c2529ae4919f906f106d1	evidence/pre-llm-readiness-audit-tests
9245c64474e894ac861c2529ae4919f906f106d1	evidence/pre-llm-readiness-audit-use-this
67e2367a13bf15fc25ea61120128e7a45ee710cb	evidence/recovery-actor-interaction-false-success
c4dc8edd2da385c9e184ea04ea1b58c6dc47c315	evidence/recovery-cognition-run-correlation-gap
1ef66e1f05463ade40d32713e684f97b56288709	evidence/recovery-r1-geometry-characterization
652ca034ddda1ffb03b8eb641381b089c88b7cbf	evidence/recovery-r2-admission-matrix
040812db8780da6a553846ab91fd29b7e6516c5f	evidence/recovery-r2-zero-geometry
51b6769ed1a55714e1b3da504402c79631895809	evidence/recovery-r3a-movement-characterization
15d810f88ebb74c197c0b5f16a559017379d954e	evidence/recovery-r3a-post-green-reattack
fd2c43ca61195e81ce88efe171d1642bb69d1f3e	evidence/recovery-r3b-held-item-characterization
06cf3085cdc5ab435045a08bcdaacc8557a2cb12	evidence/recovery-r3b-post-green-reattack
15c9eda4dd25305d331fb5298aa0c6ff283bfcaf	evidence/recovery-r3c-location-order-characterization
9d4d219522de59f470e58e913f65fea7da5c4ef4	evidence/recovery-r3c-post-green-reattack
5e13f31bd393dacd6c138d2e97c8fad7cc37d7f3	evidence/recovery-r4-executor-origin-characterization
687c2eb4ca5a943e6346069373c07d964ba12b17	evidence/recovery-r4a-browser-reattack
7c209ce80a29f7fd0ba7c70c73e2694c20bfa405	evidence/recovery-r4a-debug-truth-characterization
f03233b725df34a75087b87412b87e6d543e302e	evidence/recovery-r5a-stale-session-characterization
72ea11abd7a0b56230ced6019e7c550b5109b476	evidence/recovery-r8-combined-reattack
d722541e42c25332b3dc03fe9dc07cb9e7f7cda2	execution/b2-deterministic-executor
186738280ea1cdf51acdd1966c4dbacf2190db06	experiment/e1-grounded-notice-fetch
ac53d1406debf717136adba83ce781c845c97e57	experiment/m2-mobile-motion-interpolation
b848d1050207279585d2de55eb91e0fe951c3be8	experiment/m2-mobile-motion-interpolation-copy
20c73bddf71ba839494946c62e4ce314a23ea3d8	experiment/p0-model-transport-qualification
f445ac0f8061566999a5dd2ea62b7c3d386f8aa5	experiment/p2-e0-resident-causal-kernel
6f46153ac351d8e85d3d4f774e54c4310dfa0b13	experiment/p2-e1-grounded-communication-seam
aaba7ebd3ae561cb178bb0da6287df7ddf439f8e	experiment/p2-e10-matter-suspension-execution-causality
7b916fc7431366bd81173b465d6afbdda59950a0	experiment/p2-e11-terminal-matter-task-disposition
c180a9ad7113276767e9775ba6391067a0a920d1	experiment/p2-e12-terminal-pending-cognition-lifecycle
415ced8c11cf4bdf2003d5ee7031ae94bff776cd	experiment/p2-e17-provider-attempt-abandonment
9ae633946d7226f0b527749e205b9730bb3664f6	experiment/p2-e2-communication-runtime-boundary
499ec45a7eb986d08cb4e59e7e5f873611e03e68	experiment/p2-e3-explicit-semantic-attribution
6ebb598106bfa2f993621067e6727bb60de2bb46	experiment/p2-e4-semantic-proposal-context
35bb2e6f00e9554b6f322b4459907a79e72755b8	experiment/p2-e5-semantic-provider-authority-membrane
8ee9009717aafe557eeab38032cf49c47016d8b6	experiment/p2-e6-grounded-task-start-causality
f21102ec67640373334fc5ba48f12013b7354258	experiment/p2-e7-grounded-task-outcome-causality
db7d397ec312c94dfc3f45d5b89ac96967e7598b	experiment/p2-e8-open-matter-evidence-continuity
bddb84e27f8450f7359d739caf36c13b12f25bd0	experiment/p2-e9-semantic-reconsideration-hold
99d551bf0e78ba85305d0d6d5529f1d11b04207c	interaction/a2-direct-targeting
e453f5862286328df92db91ba2f9adabc1e7899e	p1/playable-world-slice
40dcf9e11b3cb51d2f60811914453f0c3e9ff316	recovery/cognition-executor-causal-join
6718f0a16c28ecc1dccc427c136d11b19a4343d7	recovery/r1-player-channel-identity
3ae5c0b0e4695a119ab391238097e4c2208b5237	recovery/r1-pursuit-vs-action-legality
c2743c862fbc0903e4e7fe5d2be5ddd40f95b4da	recovery/r2-structural-integrity
a6be9b31d1ea9321d4f372c1b8db83bc8d3f3f6d	recovery/r3a-swept-static-collision
555a0c34da113c49d34ff8153713ce5a39142ae9	recovery/r3b-held-item-canonical-locality
bd2e846ff11d3dd4fbdce70380aa5e207b53d6b8	recovery/r3c-primary-location-order-independence
b7e00db79884806b5f426955f243444ef0f1b877	recovery/r4a-driver-scoped-action-history
0690d11412e30caf655019606b932426ea7b656b	recovery/r4b-manual-trigger-causality
0690d11412e30caf655019606b932426ea7b656b	recovery/r4b-manual-trigger-causality-checkpoint
